id,text
24,"""<|en|> By the way, <|id|> Minggu depan aku mau <|en|> backpacking <|id|> ke <|en|> Seoul, <|id|> udah <|en|> booking hotel <|id|> belum?"""
25,"""<|id|> Omong-omong, Pemandangan di Raja Ampat itu <|en|> breathtaking <|id|> banget."""
26,"""<|en|> To be honest, <|id|> Kemarin aku berhasil <|en|> win the tournament <|id|> di <|en|> Mobile Legends <|id|> setelah 3 jam <|en|> grind."""
27,"""<|id|> Udah coba <|en|> Linear <|id|> belum? Katanya <|en|> auto-sync<|id|>-nya keren banget."""
28,"""<|id|> Kalau dipikir-pikir, Aku mau ikut <|en|> exhibition <|id|> komunitas <|en|> pottery <|id|> bulan depan."""
29,"""<|id|> Udah coba <|en|> Notion <|id|> belum? Katanya <|en|> live collaboration<|id|>-nya keren banget."""
30,"""<|en|> To be honest, <|id|> Kemarin aku berhasil <|en|> get the achievement <|id|> di <|en|> PUBG <|id|> setelah 3 jam <|en|> grind."""
31,"""<|en|> I just bought a new smartphone, <|id|> spesifikasinya lumayan buat <|en|> multitasking."""
32,"""<|id|> Omong-omong, Kemarin aku berhasil <|en|> finish the questline <|id|> di <|en|> Mobile Legends <|id|> setelah 8 jam <|en|> grind."""
33,"""<|en|> By the way, <|id|> Kamu pakai <|en|> Figma <|id|> versi berapa? Yang baru ada fitur <|en|> smart search."""
34,"""<|id|> Kalau dipikir-pikir, <|en|> The podcaster <|id|> baru <|en|> upload video <|id|> yang viral banget."""
35,"""<|id|> Aku beli <|en|> headphone <|id|> tadi di <|en|> Zalora, <|id|> lagi ada <|en|> free shipping."""
36,"""<|en|> I recommend Everything Everywhere <|id|> kalau kamu suka genre <|en|> horror."""
37,"""<|id|> Menurutku sih, <|en|> She committed to a no-phone morning <|id|> selama 6 hari dan hasilnya keren."""
38,"""<|en|> Fun fact: <|id|> Gratis ongkir kalau belanja di atas 500 ribu di <|en|> Tiktok Shop."""
39,"""<|id|> Sebenernya <|en|> The review for this skincare <|id|> rata-rata 200 bintang, lumayan bagus."""
40,"""<|id|> Omong-omong, <|en|> The ending of The Crown <|id|> bikin aku nangis seharian."""
41,"""<|id|> Tugasnya minta bikin <|en|> case study <|id|> soal <|en|> digital literacy <|id|> minimal 500 kata kan?"""
42,"""<|en|> Review Interstellar <|id|> di internet banyak yang bilang <|en|> overhyped."""
43,"""<|en|> By the way, <|id|> Kamu masuk divisi humas atau <|en|> sponsorship <|id|> di UKM fotografi?"""
44,"""<|en|> Fun fact: <|id|> Aku beli tas tadi di <|en|> Tiktok Shop, <|id|> lagi ada <|en|> double discount."""
45,"""<|en|> Fun fact: The new rework <|id|> di <|en|> Dota 2 <|id|> banyak yang suka tapi aku kurang cocok."""
46,"""<|id|> Kemarin aku berhasil <|en|> complete the event <|id|> di <|en|> Free Fire <|id|> setelah 5 jam <|en|> grind."""
47,"""<|id|> Jujur aja <|en|> Can you proofread <|id|> esai aku soal <|en|> climate change?"""
48,"""<|id|> Kemarin aku berhasil <|en|> win the tournament <|id|> di <|en|> Mobile Legends <|id|> setelah 300 jam <|en|> grind."""
49,"""<|en|> Meeting one-on-one <|id|> tadi bahas soal <|en|> budget allocation <|id|> kuartal ini."""
50,"""<|en|> I returned the <|id|> jam tangan karena ukurannya ga pas."""
51,"""<|en|> I'll send the report <|id|> setelah <|en|> meeting <|id|> selesai ya. kan?"""
52,"""<|en|> Honestly, The dividend yield <|id|> bulan ini lumayan bagus, naik 100 persen dari bulan lalu."""
53,"""<|en|> Have you tried <|id|> fitur <|en|> version control <|id|> di <|en|> Figma <|id|> yang baru?"""
54,"""<|id|> Gue lagi belajar <|en|> JavaScript <|id|> buat bikin <|en|> mobile app."""
55,"""<|en|> My laptop <|id|> udah rusak, perlu beli yang baru sebelum wisuda."""
56,"""<|id|> Minggu depan aku mau liburan ke <|en|> Paris, <|id|> udah <|en|> booking hotel <|id|> belum?"""
57,"""<|id|> Kamu pakai <|en|> Canva <|id|> versi berapa? Yang baru ada fitur <|en|> smart search. <|id|> kan?"""
58,"""<|id|> Jujur aja <|en|> The new Indian restaurant <|id|> di Cipete lagi rame banget di <|en|> social media."""
59,"""<|en|> By the way, Have you tried the local sushi <|id|> di <|en|> Amsterdam? <|id|> Enak banget katanya."""
60,"""<|en|> By the way, <|id|> Tadi ada <|en|> workshop <|id|> di kampus, lumayan banyak yang ikut."""
61,"""<|en|> Fun fact: The matrix decomposition <|id|> itu gampang kalau udah ngerti <|en|> fundamentals<|id|>-nya."""
62,"""<|en|> By the way, The flight <|id|> ke <|en|> Seoul <|id|> tadi <|en|> delayed <|id|> 1 jam."""
63,"""<|id|> Omong-omong, <|en|> The <|id|> daging sapi di supermarket tadi lagi <|en|> on sale <|id|> 20 persen."""
64,"""<|id|> Tugasnya minta bikin <|en|> lab report <|id|> soal <|en|> mental health <|id|> minimal 1500 kata."""
65,"""<|en|> Breaking a bad habit <|id|> itu butuh waktu minimal 66 hari. kan?"""
66,"""<|id|> Sebenernya <|en|> Have you tried the local street food <|id|> di <|en|> Lombok? <|id|> Enak banget katanya."""
67,"""<|en|> Have you tried <|id|> fitur <|en|> version control <|id|> di <|en|> Canva <|id|> yang baru?"""
68,"""<|id|> Konser <|en|> BTS <|id|> tahun ini <|en|> sold out <|id|> dalam beberapa menit."""
69,"""<|en|> To be honest, The flash flood <|id|> bikin acara <|en|> outdoor <|id|> kita jadi <|en|> canceled."""
70,"""<|id|> Omong-omong, <|en|> The seasonal event <|id|> di <|en|> Free Fire <|id|> kasih <|en|> reward <|id|> yang bagus banget."""
71,"""<|id|> Menurutku sih, Aku mau ikut <|en|> bazaar <|id|> komunitas <|en|> knitting <|id|> bulan depan."""
72,"""<|id|> Sebenernya Aku beli tas tadi di <|en|> Shopee, <|id|> lagi ada <|en|> free shipping."""
73,"""<|id|> Omong-omong, <|en|> The <|id|> konten kreator baru <|en|> upload video <|id|> yang viral banget."""
74,"""<|en|> By the way, <|id|> Aku beli kamera tadi di <|en|> Lazada, <|id|> lagi ada <|en|> buy 1 get 1."""
75,"""<|en|> I just bought a new laptop, <|id|> spesifikasinya lumayan buat <|en|> editing video."""
76,"""<|id|> Jujur aja Aku lagi cari tiket pesawat murah buat perjalanan ke <|en|> Tokyo."""
77,"""<|en|> Fun fact: <|id|> Udah coba <|en|> Canva <|id|> belum? Katanya <|en|> live collaboration<|id|>-nya keren banget."""
78,"""<|id|> Aku beli <|en|> skincare <|id|> tadi di <|en|> Zalora, <|id|> lagi ada <|en|> buy 1 get 1."""
79,"""<|id|> Omong-omong, Restoran <|en|> Thai <|id|> baru yang di Kemang itu enak banget."""
80,"""<|en|> The formula for probability <|id|> itu harus dihafalin kalau mau lancar ngitungnya."""
81,"""<|en|> Have you tried <|id|> fitur <|en|> live collaboration <|id|> di <|en|> Canva <|id|> yang baru?"""
82,"""<|id|> Minggu depan aku mau liburan ke <|en|> Bangkok, <|id|> udah <|en|> booking travel insurance <|id|> belum?"""
83,"""<|en|> Have you tried the local ramen <|id|> di <|en|> Lombok? <|id|> Enak banget katanya."""
84,"""<|id|> Kamu pakai <|en|> VS Code <|id|> versi berapa? Yang baru ada fitur <|en|> offline mode."""
85,"""<|en|> She committed to a journaling challenge <|id|> selama 6 hari dan hasilnya keren. kan?"""
86,"""<|id|> Sebenernya Gabung <|en|> community <|id|> sesama <|en|> cooking enthusiast <|id|> itu seru banget."""
87,"""<|en|> My <|id|> tas udah rusak, perlu beli yang baru sebelum ulang tahun."""
88,"""<|en|> Honestly, <|id|> Minggu depan aku mau liburan ke <|en|> Seoul, <|id|> udah <|en|> booking hotel <|id|> belum?"""
89,"""<|id|> Folder <|en|> Downloads<|id|>-nya kemana ya? Kok ga ketemu di <|en|> Canva."""
90,"""<|en|> The report <|id|> harus dikirim ke klien sebelum jam 09.00. kan?"""
91,"""<|en|> Fun fact: <|id|> Tugasnya minta bikin <|en|> reflection paper <|id|> soal <|en|> climate change <|id|> minimal 1500 kata."""
92,"""<|en|> I've been pulling <|id|> 5 hari berturut-turut begadang buat skripsi."""
93,"""<|id|> Omong-omong, Tarif KRL naik lagi, makin berat buat anak kost."""
94,"""<|en|> The doctor recommended <|id|> istirahat total dan minum <|en|> iron supplements <|id|> setiap seminggu sekali."""
95,"""<|id|> Menurutku sih, <|en|> She went on a bird watching solo <|id|> ke Raja Ampat minggu lalu."""
96,"""<|en|> She's really talented in sketching, <|id|> karyanya udah banyak yang beli."""
97,"""<|id|> Omong-omong, Kemarin aku berhasil <|en|> solo rank <|id|> di <|en|> Dota 2 <|id|> setelah 300 jam <|en|> grind."""
98,"""<|id|> Jujur aja <|en|> Have you tried the bibimbap <|id|> di Senopati? Antriannya panjang banget."""
99,"""<|id|> Kemarin aku berhasil <|en|> win the tournament <|id|> di <|en|> Dota 2 <|id|> setelah 300 jam <|en|> grind."""
100,"""<|en|> The secret ingredient <|id|> ternyata <|en|> truffle oil <|id|> yang bikin rasanya beda kan?"""
101,"""<|id|> Minggu depan aku mau liburan ke <|en|> Bali, <|id|> udah <|en|> booking <|id|> koper belum?"""
102,"""<|id|> Kita mau bikin <|en|> webinar <|id|> kolaborasi sama kampus lain."""
103,"""<|en|> Fun fact: Meeting quarterly <|id|> tadi bahas soal <|en|> product roadmap <|id|> kuartal ini."""
104,"""<|en|> Have you tried <|id|> fitur <|en|> live collaboration <|id|> di <|en|> Trello <|id|> yang baru kan?"""
105,"""<|en|> Honestly, Have you tried the local sushi <|id|> di <|en|> Bangkok? <|id|> Enak banget katanya."""
106,"""<|id|> Gue lagi belajar <|en|> TypeScript <|id|> buat bikin <|en|> backend service <|id|> kan?"""
107,"""<|en|> What are your plans for the <|id|> Tahun Baru <|en|> long weekend?"""
108,"""<|en|> Have you tried the local curry <|id|> di <|en|> Singapore? <|id|> Enak banget katanya."""
109,"""<|en|> We're planning a road trip <|id|> keluarga ke <|en|> Bali <|id|> bulan Desember."""
110,"""<|en|> By the way, She finally passed her thesis <|id|> setelah 6 kali sidang."""
111,"""<|en|> By the way, I've been journaling <|id|> setiap malam selama 100 bulan terakhir."""
112,"""<|en|> To be honest, She's been working on accept imperfection <|id|> agar bisa lebih <|en|> present <|id|> dalam kehidupan."""
113,"""<|en|> Crypto <|id|> lagi <|en|> volatile <|id|> banget, hati-hati kalau mau masuk."""
114,"""<|id|> Kalau dipikir-pikir, Minggu depan aku mau liburan ke <|en|> Singapore, <|id|> udah <|en|> booking travel insurance <|id|> belum?"""
115,"""<|id|> Ikut <|en|> MasterClass online <|id|> buat ningkatin <|en|> skill public speaking <|id|> aku."""
116,"""<|id|> Omong-omong, <|en|> Her journaling <|id|> tiap pagi bikin dia jauh lebih produktif."""
117,"""<|en|> To be honest, The NPS score <|id|> kita bulan ini naik 5 persen dari <|en|> last quarter."""
118,"""<|id|> Menurutku sih, Program <|en|> zero waste <|id|> di kampus kita berhasil kurangi sampah 40 persen."""
119,"""<|id|> Omong-omong, Tugasnya minta bikin <|en|> reflection paper <|id|> soal <|en|> climate change <|id|> minimal 1500 kata kan?"""
120,"""<|id|> Sebenernya <|en|> Using R <|id|> bikin ngerjain <|en|> discrete math <|id|> jadi jauh lebih cepat."""
121,"""<|en|> The slow cooking <|id|> bikin tekstur makanannya jauh lebih enak."""
122,"""<|en|> Honestly, My acid reflux <|id|> kambuh lagi, kayaknya gara-gara kurang <|en|> hydration."""
123,"""<|id|> Aku lagi baca buku <|en|> Atomic Habits <|id|> yang isinya soal <|en|> purpose."""
124,"""<|id|> Minggu depan aku mau <|en|> trip <|id|> ke <|en|> Tokyo, <|id|> udah <|en|> booking hotel <|id|> belum?"""
125,"""<|id|> Menurutku sih, Kamu pakai <|en|> Linear <|id|> versi berapa? Yang baru ada fitur <|en|> dark mode."""
126,"""<|id|> Udah coba <|en|> Notion <|id|> belum? Katanya <|en|> version control<|id|>-nya keren banget."""
127,"""<|en|> Fun fact: <|id|> Restoran <|en|> Italian <|id|> baru yang di Senopati itu enak banget."""
128,"""<|id|> Aku rutin minum <|en|> omega-3 <|id|> sekarang buat <|en|> boost immunity."""
129,"""<|id|> Restoran <|en|> Thai <|id|> baru yang di Kemang itu enak banget."""
130,"""<|en|> She prepared special <|id|> rendang buat Natal <|en|> celebration."""
131,"""<|id|> Menurutku sih, BMKG bilang akan ada <|en|> heatwave <|id|> ekstrem minggu ini."""
132,"""<|en|> To be honest, <|id|> Kemarin aku berhasil <|en|> complete the event <|id|> di <|en|> Valorant <|id|> setelah 200 jam <|en|> grind."""
133,"""<|en|> Honestly, I missed the <|id|> TransJakarta tadi karena terlambat 3 menit."""
134,"""<|en|> To be honest, <|id|> Kemarin aku berhasil <|en|> complete the event <|id|> di <|en|> Mobile Legends <|id|> setelah 300 jam <|en|> grind."""
135,"""<|en|> Her reading <|id|> tiap pagi bikin dia jauh lebih produktif."""
136,"""<|en|> By the way, I just bought a new earbuds, <|id|> spesifikasinya lumayan buat <|en|> editing video."""
137,"""<|id|> Jujur aja Udah coba <|en|> Canva <|id|> belum? Katanya <|en|> auto-sync<|id|>-nya keren banget."""
138,"""<|id|> Sebenernya Baru beli perlengkapan <|en|> cycling <|id|> baru, lumayan mahal tapi <|en|> worth it."""
139,"""<|en|> The collab event <|id|> di <|en|> Valorant <|id|> kasih <|en|> reward <|id|> yang bagus banget."""
140,"""<|en|> Honestly, We're planning a road trip <|id|> keluarga ke kampung halaman bulan Maret."""
141,"""<|id|> Kalau dipikir-pikir, Kamu masuk divisi media atau publikasi di BEM?"""
142,"""<|en|> By the way, <|id|> Aku beli baju tadi di <|en|> Shopee, <|id|> lagi ada <|en|> buy 1 get 1."""
143,"""<|id|> Minggu depan aku mau <|en|> staycation <|id|> ke <|en|> Bangkok, <|id|> udah <|en|> booking <|id|> koper belum?"""
144,"""<|en|> The anniversary event <|id|> di <|en|> Free Fire <|id|> kasih <|en|> reward <|id|> yang bagus banget kan?"""
145,"""<|en|> The Physics professor <|id|> kasih <|en|> assignment <|id|> yang susah banget."""
146,"""<|en|> Fun fact: <|id|> Proyek revitalisasi kawasan Cempaka Putih udah mulai kelihatan hasilnya."""
147,"""<|en|> Fun fact: <|id|> Kamu masuk divisi humas atau publikasi di <|en|> running community?"""
148,"""<|id|> Omong-omong, Aku lagi coba metode <|en|> Eat the Frog <|id|> buat ningkatin <|en|> productivity."""
149,"""<|id|> Jujur aja <|en|> Restoran Middle Eastern <|id|> baru yang di Cipete itu enak banget."""
150,"""<|en|> To be honest, <|id|> Aku mau ikut <|en|> bazaar <|id|> komunitas <|en|> painting <|id|> bulan depan."""
151,"""<|id|> Kalau dipikir-pikir, Acara lomba debat mahasiswa baru gimana, sukses?"""
152,"""<|id|> Tolong kirimin <|en|> PDF<|id|>-nya lewat <|en|> VS Code <|id|> ya."""
153,"""<|en|> Honestly, The Jakarta Fair <|id|> di Jakarta setiap tahun selalu ramai banget."""
154,"""<|en|> The new season update <|id|> di <|en|> PUBG <|id|> banyak yang suka tapi aku kurang cocok."""
155,"""<|id|> Sebenernya <|en|> The <|id|> alat lukis yang aku pakai buat <|en|> pottery <|id|> tuh mahal tapi beneran beda hasilnya."""
156,"""<|id|> Omong-omong, <|en|> Using GeoGebra <|id|> bikin ngerjain <|en|> linear algebra <|id|> jadi jauh lebih cepat."""
157,"""<|id|> Koneksi <|en|> 5G <|id|> di sini parah banget, nge-<|en|>restart <|id|> aja susah."""
158,"""<|id|> Omong-omong, <|en|> My <|id|> kamera udah rusak, perlu beli yang baru sebelum wisuda."""
159,"""<|en|> To be honest, <|id|> Aku udah 20 kali bimbingan tapi hasilnya masih banyak revisi."""
160,"""<|id|> Jujur aja Minggu depan aku mau <|en|> trip <|id|> ke <|en|> Bali, <|id|> udah <|en|> booking <|id|> koper belum?"""
161,"""<|id|> Aku minta tolong jelasin soal <|en|> differential equations <|id|> ke temen yang lebih jago."""
162,"""<|id|> Jujur aja <|en|> The new MRT <|id|> fase 2 di Jakarta katanya bakal selesai tahun depan."""
163,"""<|en|> I got a 50% discount <|id|> pake <|en|> voucher <|id|> yang dikasih <|en|> Shopee."""
164,"""<|id|> Menurutku sih, <|en|> I've been trying to reduce my water usage <|id|> dengan cara naik transportasi umum."""
165,"""<|id|> Jujur aja <|en|> The debate around UU ITE <|id|> mencerminkan perbedaan nilai yang mendalam."""
166,"""<|id|> Folder <|en|> cache<|id|>-nya kemana ya? Kok ga ketemu di <|en|> Notion."""
167,"""<|id|> Omong-omong, Kemarin aku berhasil <|en|> finish the questline <|id|> di <|en|> Genshin Impact <|id|> setelah 5 jam <|en|> grind."""
168,"""<|en|> Have you tried the pad thai <|id|> di Cipete? Antriannya panjang banget."""
169,"""<|id|> Kamu pakai <|en|> Trello <|id|> versi berapa? Yang baru ada fitur <|en|> auto-sync."""
170,"""<|id|> Kamu pakai <|en|> VS Code <|id|> versi berapa? Yang baru ada fitur <|en|> version control."""
171,"""<|en|> By the way, The <|id|> alat lukis yang aku pakai buat <|en|> photography <|id|> tuh mahal tapi beneran beda hasilnya."""
172,"""<|en|> By the way, I recommend Interstellar <|id|> kalau kamu suka genre <|en|> romance."""
173,"""<|id|> Kemarin aku berhasil <|en|> finish the questline <|id|> di <|en|> Dota 2 <|id|> setelah 3 jam <|en|> grind."""
174,"""<|id|> Sebenernya Kemarin aku berhasil <|en|> finish the questline <|id|> di <|en|> Free Fire <|id|> setelah 5 jam <|en|> grind."""
175,"""<|en|> To be honest, My heart rate <|id|> kata dokter agak tinggi, harus kurangin kafein."""
176,"""<|en|> To be honest, <|id|> Kemarin aku berhasil <|en|> get the achievement <|id|> di <|en|> Dota 2 <|id|> setelah 8 jam <|en|> grind."""
177,"""<|id|> Tolong kirimin file <|en|> ZIP<|id|>-nya lewat <|en|> Zoom <|id|> ya kan?"""
178,"""<|id|> Omong-omong, Tolong kirimin <|en|> screenshot<|id|>-nya lewat <|en|> VS Code <|id|> ya."""
179,"""<|id|> Sebenernya <|en|> The report <|id|> harus dikirim ke klien sebelum jam 17.00."""
180,"""<|id|> Kalau dipikir-pikir, Adik aku minta diajarin bahasa Inggris dari aku, seneng juga bisa bantu."""
181,"""<|id|> Aku beli baju tadi di <|en|> Tiktok Shop, <|id|> lagi ada <|en|> free shipping."""
182,"""<|id|> Sebenernya <|en|> I just unlocked <|id|> karakter baru di <|en|> Apex Legends, <|id|> keren abis <|en|> skin<|id|>-nya."""
183,"""<|id|> Aku nyoba <|en|> recipe <|id|> baru hari ini, <|en|> Korean fried chicken <|id|> ala rumahan."""
184,"""<|id|> Kamu pakai <|en|> Notion <|id|> versi berapa? Yang baru ada fitur <|en|> auto-sync."""
185,"""<|id|> Jujur aja <|en|> The club's hackathon <|id|> bakal diadain <|en|> next month <|id|> di aula."""
186,"""<|id|> Kamu pakai <|en|> GitHub <|id|> versi berapa? Yang baru ada fitur <|en|> offline mode."""
187,"""<|id|> Sebenernya <|en|> The <|id|> alat lukis yang aku pakai buat <|en|> cycling <|id|> tuh mahal tapi beneran beda hasilnya."""
188,"""<|en|> Fun fact: <|id|> Opini publik soal kebebasan pers ini terpolarisasi banget di media."""
189,"""<|id|> Omong-omong, Kamu masuk divisi humas atau dokumentasi di UKM fotografi?"""
190,"""<|en|> My sniper <|id|> di game ini udah <|en|> maxed out <|id|> semua <|en|> skill<|id|>-nya."""
191,"""<|en|> Honestly, A good slow morning <|id|> bisa jadi <|en|> reset button <|id|> yang efektif buat otak kita."""
192,"""<|id|> Menurutku sih, Kemarin aku berhasil <|en|> solo rank <|id|> di <|en|> Valorant <|id|> setelah 200 jam <|en|> grind."""
193,"""<|en|> By the way, <|id|> Aku beli <|en|> baby stuffs <|id|> tadi di <|en|> Tiktok Shop, <|id|> lagi ada <|en|> triple discount."""
194,"""<|id|> Sebenernya Minggu depan aku mau liburan ke <|en|> Lombok, <|id|> udah <|en|> booking travel insurance <|id|> belum?"""
195,"""<|en|> Honestly, <|id|> Kamu masuk divisi humas atau <|en|> sponsorship <|id|> di BEM?"""
196,"""<|id|> Menurutku sih, <|en|> Have you tried the local gelato <|id|> di <|en|> Singapore? <|id|> Enak banget katanya."""
197,"""<|id|> Jujur aja Aku beli <|en|> skincare <|id|> tadi di <|en|> Lazada, <|id|> lagi ada <|en|> flash sale."""
198,"""<|en|> We're planning a family trip <|id|> keluarga ke <|en|> Lombok <|id|> bulan Desember kan?"""
199,"""<|id|> Omong-omong, Tim kita kena <|en|> bad teamfight <|id|> karena <|en|> bad draft <|id|> mulu."""
200,"""<|id|> Sebenernya <|en|> The new season update <|id|> di <|en|> Apex Legends <|id|> banyak yang suka tapi aku kurang cocok."""
201,"""<|id|> Sebenernya <|en|> The invoice <|id|> harus dikirim ke klien sebelum jam 17.00."""
202,"""<|id|> Omong-omong, <|en|> Using Wolfram Alpha <|id|> bikin ngerjain <|en|> differential equations <|id|> jadi jauh lebih cepat."""
203,"""<|id|> Sebenernya Kemarin aku berhasil <|en|> win the tournament <|id|> di <|en|> Minecraft <|id|> setelah 5 jam <|en|> grind."""
204,"""<|id|> Menurutku sih, Kemarin aku berhasil <|en|> complete the event <|id|> di <|en|> Minecraft <|id|> setelah 200 jam <|en|> grind."""
205,"""<|id|> Dokter bilang aku harus mulai <|en|> cardio <|id|> buat jaga <|en|> blood pressure."""
206,"""<|en|> earbuds<|id|>-ku nge-<|en|>lag <|id|> terus, kayaknya harus di-<|en|>reformat <|id|> deh."""
207,"""<|id|> Omong-omong, Folder <|en|> Desktop<|id|>-nya kemana ya? Kok ga ketemu di <|en|> Trello <|id|> kan?"""
208,"""<|en|> She prepared special <|id|> rendang buat Idul Adha <|en|> celebration."""
209,"""<|en|> She committed to a 30-day fitness challenge <|id|> selama 30 hari dan hasilnya keren."""
210,"""<|id|> Aku pake <|en|> rice cooker <|id|> buat bikin <|en|> avocado toast <|id|> tadi, hasilnya lebih konsisten."""
211,"""<|id|> Aku lagi baca buku <|en|> The Psychology of Money <|id|> yang isinya soal <|en|> focus."""
212,"""<|id|> Kemarin aku berhasil <|en|> finish the questline <|id|> di <|en|> Minecraft <|id|> setelah 5 jam <|en|> grind."""
213,"""<|id|> Sebenernya Minggu depan aku mau <|en|> backpacking <|id|> ke <|en|> Amsterdam, <|id|> udah <|en|> booking travel insurance <|id|> belum?"""
214,"""<|id|> Jujur aja <|en|> The group therapy <|id|> dia ngebantu banget buat <|en|> manage stress."""
215,"""<|id|> Omong-omong, Kamu pakai <|en|> Zoom <|id|> versi berapa? Yang baru ada fitur <|en|> version control."""
216,"""<|en|> The churn rate <|id|> kita bulan ini naik 25 persen dari <|en|> last quarter."""
217,"""<|id|> Aku <|en|> prefer <|id|> ngerjain soal <|en|> linear algebra <|id|> manual dulu sebelum pake kalkulator."""
218,"""<|id|> Gue lagi nyobain <|en|> open world game <|id|> baru, lumayan <|en|> addicting."""
219,"""<|id|> Omong-omong, Gue lagi belajar <|en|> TypeScript <|id|> buat bikin <|en|> side project <|id|> kan?"""
220,"""<|en|> Fun fact: <|id|> Kamu pakai <|en|> Canva <|id|> versi berapa? Yang baru ada fitur <|en|> smart search."""
221,"""<|id|> Jujur aja <|en|> She buys organic <|id|> daging sapi meski harganya lebih mahal."""
222,"""<|id|> Jujur aja Rencana Nyepi tahun ini mau ke mana?"""
223,"""<|id|> Aku beli <|en|> headphone <|id|> tadi di Tokopedia, lagi ada <|en|> double discount."""
224,"""<|id|> Kalau dipikir-pikir, <|en|> I need to strengthen my discussion <|id|> sebelum sidang."""
225,"""<|id|> Menurutku sih, Aku lagi cari koper murah buat perjalanan ke Yogyakarta."""
226,"""<|en|> To be honest, I need to strengthen my discussion <|id|> sebelum sidang."""
227,"""<|id|> Sebenernya <|en|> Turnitin <|id|> aku <|en|> similarity<|id|>-nya 15 persen, kata dosen harus lebih rendah."""
228,"""<|id|> Sebenernya <|en|> I got a 10% discount <|id|> pake <|en|> voucher <|id|> yang dikasih <|en|> Shopee."""
229,"""<|en|> Honestly, I compared prices on Shopee <|id|> dan yang di <|en|> official store <|id|> lebih murah."""
230,"""<|en|> She went on a camping solo <|id|> ke Dieng minggu lalu."""
231,"""<|id|> Pemandangan di Raja Ampat itu <|en|> breathtaking <|id|> banget."""
232,"""<|id|> Kemarin aku berhasil <|en|> finish the questline <|id|> di <|en|> Mobile Legends <|id|> setelah 3 jam <|en|> grind <|id|> kan?"""
233,"""<|id|> Sebenernya Aku beli <|en|> skincare <|id|> tadi di <|en|> Lazada, <|id|> lagi ada <|en|> double discount."""
234,"""<|id|> Omong-omong, <|en|> Extreme heatwave <|id|> makin sering terjadi karena <|en|> global warming."""
235,"""<|id|> Kemarin aku beli <|en|> smartwatch <|id|> baru, <|en|> display<|id|>-nya gila sih."""
236,"""<|en|> Fun fact: The <|id|> kateterisasi memakan waktu sekitar 1 jam."""
237,"""<|en|> Fun fact: <|id|> Aku beli tas tadi di <|en|> Tiktok Shop, <|id|> lagi ada <|en|> buy 1 get 1."""
238,"""<|id|> Gratis ongkir kalau belanja di atas 500 ribu di Tokopedia."""
